author_name,Gender,Gender Probability
Yuliya Babovich-Lierler,female,1.0
Catherine Pelachaud,female,1.0
Michel Vasquez,male,0.94
Christian Bessiere,male,0.99
Murray Shanahan,male,0.99
Tania Di Mascio,female,0.99
Silvia Miksch,female,1.0
Mario Fernando Montenegro Campos,male,0.99
Paulo E. Santos,male,1.0
Francesco M. Donini,male,1.0
Estefania Argente,female,0.99
Félix Ingrand,male,0.98
Richard Booth,male,1.0
Marco Melis,male,1.0
Christian Köhler,male,0.99
Christin Seifert,female,0.96
Pere Garcia,male,0.96
Alessandro Saetti,male,1.0
Marina Mongiello,female,0.99
Peter Nightingale,male,1.0
Yi Jin,female,0.63
Tony Kanakis,male,0.99
Jérôme Lang,male,1.0
Enrico Franconi,male,1.0
J. Christopher Beck,male,1.0
Filippo Portera,male,1.0
Juan A. Botía,male,0.99
Jaime Alonso,male,0.99
Eylem Koca,female,0.95
Héctor Núñez,male,1.0
Nicola Di Mauro,male,0.81
Jose Manuel Serra,male,0.99
Yves Moinard,male,0.98
Thomas Lukasiewicz,male,1.0
Rania El Baida,female,0.98
Philippe De Maeyer,male,1.0
Catherine Faron-Zucker,female,1.0
Sébastien Vérel,male,1.0
Hironori Tomobe,male,1.0
Stephen F. Smith,male,1.0
Massimiliano Giacomin,male,1.0
Agustín Valverde,male,0.99
Augusto Q. Novais,male,1.0
Laurent Simon,male,1.0
Roberto Micalizio,male,1.0
Maurice Pagnucco,male,0.99
Jeroen Moelands,male,1.0
Alison Pease,female,0.98
Maria Asunción Castaño,female,0.99
Enric Celaya,male,0.99
Alexander Nittka,male,1.0
Margaret Hamilton,female,1.0
Arttu Valo,male,1.0
Mahat Khelfallah,male,0.83
Andréa I. Tavares,female,0.95
Avelino Corma,female,0.84
Thierry Artières,male,0.99
Michael P. O'Mahony,male,1.0
Thomas Bittner,male,1.0
Dov M. Gabbay,male,0.99
Núria Agell,female,1.0
Siegfried Nijssen,male,1.0
Dilermando Piva Jr.,male,1.0
Wolfgang Mayer,male,1.0
Jerusa Marchi,female,0.97
Heikki Hyötyniemi,male,1.0
Frédéric Boussemart,male,1.0
Richard J. Wallace,male,1.0
Simon M. Garrett,male,0.99
Michel Dojat,male,0.94
Philippe Adjiman,male,1.0
José Coch,male,0.98
Christoph Tempich,male,1.0
Daniel Köb,male,0.99
Philippe Caillou,male,1.0
Adriana Postal,female,1.0
Rada Mihalcea,female,0.73
Floris Roelofsen,male,0.93
Annette ten Teije,female,1.0
Ivan José Varzinczak,male,0.99
Maarten de Rijke,male,1.0
Josep Lluís Arcos,male,1.0
José M. Juárez,male,0.98
Yannick Pencolé,male,0.98
Giorgio Maria Di Nunzio,male,0.99
Gérard Ligozat,male,0.99
Sergio Barrachina,male,1.0
Gerhard Brewka,male,1.0
Jeremy Forth,male,1.0
Kenneth N. Brown,male,1.0
Francesco Scarcello,male,1.0
Dietmar Janetzko,male,1.0
Peter J. F. Lucas,male,1.0
Francisco Casacuberta,male,1.0
Gilles Énée,male,0.99
Enrique Vidal,male,1.0
Yutaka Matsuo,male,0.99
João F. L. Alcântara,male,0.99
Jochen Renz,male,1.0
Philippe Chatalic,male,1.0
Alexandra M. Coddington,female,0.99
Mark Leenaarts,male,1.0
Neil J. Hurley,male,1.0
Bob J. Wielinga,male,0.99
Simon Colton,male,0.99
Maurice Coyle,male,0.99
Thomas Walker,male,1.0
François Goasdoué,male,0.99
Martin Sachenbacher,male,0.99
Kornél Kovács,male,0.99
Gemma Casas-Garriga,female,1.0
Amedeo Napoli,male,0.99
Quoc Bao Vo,male,1.0
Eero Hyvönen,male,1.0
Samir Otmane,male,0.98
Richard Johansson,male,1.0
Guenole C. M. Silvestre,male,0.59
Alessio Lomuscio,male,0.99
Yuntao Qian,male,0.93
Ilkka Karanta,male,1.0
Benoit Morisset,male,0.99
Belaid Benhamou,male,0.95
Luis Rodríguez,male,0.96
Andrew G. D. Rowley,male,1.0
Hong Chen,male,0.71
Bình Vu Trân,female,0.75
Josenildo Costa da Silva,male,0.99
Teresa Solchaga,female,1.0
Jesús Tomás,male,1.0
Miquel Sànchez-Marrè,male,0.99
Riccardo Rasconi,male,1.0
Nick Bassiliades,male,0.99
Amedeo Cesta,male,0.99
Jussi Markkanen,male,0.98
Neng-Fa Zhou,unknown,0.0
Heshaam Feili,male,0.96
Catholijn M. Jonker,unknown,0.0
David Williams,male,1.0
Angel P. del Pobil,male,0.78
Robert Demolombe,male,1.0
Nic Wilson,male,0.86
Daniel Borrajo,male,0.99
Carlos Miguel Tobar,male,1.0
James Harland,male,1.0
Changsheng Shao,male,0.97
Xiaowei Shao,female,0.52
Piergiorgio Bertoli,male,0.99
Franz Wotawa,male,0.99
Tomi Janhunen,male,0.88
Gilles Venturini,male,0.99
Francesco Bellomi,male,1.0
Farid Nouioua,male,0.98
Rachid Alami,male,1.0
Markus Stumptner,male,1.0
Emerson Cabrera Paraiso,male,0.99
Martin Magnusson,male,0.99
Changan Zhao,male,0.9
Christoph F. Eick,male,1.0
Leendert W. N. van der Torre,male,0.99
Marco Pennacchiotti,male,1.0
Nathanael Hyafil,male,0.99
Tariq M. Khan,male,0.99
Philippe Jégou,male,1.0
Marco Botta,male,1.0
Ignazio Palmisano,male,0.99
Christopher Jefferson,male,1.0
Udo Hahn,male,0.97
Stephen E. Levinson,male,1.0
Andrew Lim,male,1.0
Georgios Sigletos,male,1.0
Madalina M. Drugan,female,0.99
Mirva Salminen,female,0.97
Claudia Picardi,female,0.99
Ian Miller,male,1.0
Jesús Medina,male,1.0
Andreas Flache,male,1.0
Rainer Deventer,male,0.99
Gustavo A. Casañ,male,1.0
Kostas Stathis,male,0.99
Derek R. Magee,male,1.0
Olivier Corby,male,0.99
Zaheer Abbas Khan,male,1.0
Eva Onaindia,female,0.99
Brandon Bennett,male,1.0
Oscar Luaces,male,0.99
Pierre Nugues,male,0.99
M. Teresa Escrig,female,1.0
Luca Iocchi,male,0.97
Andreas Auer,male,1.0
Honghai Liu,male,0.9
Vincenzo Lombardo,male,1.0
Daniele Miselli,male,0.92
Seppo Laukkanen,male,0.99
Ali Al-Faraj,male,0.95
Paolo Traverso,male,1.0
Nico Van de Weghe,male,0.95
Jeffrey S. Rosenschein,male,1.0
Eyke Hüllermeier,male,0.64
Simona Colucci,female,0.99
Tommaso Di Noia,male,1.0
Helena Sofia Pinto,female,0.99
Rachel Ben-Eliyahu-Zohary,female,1.0
Eliseo Marzal,male,0.99
Piero A. Bonatti,male,0.99
Adelinde M. Uhrmacher,female,0.97
Takis Stamapoulos,male,0.99
Valentina Tamma,female,0.99
Stefania Montani,female,1.0
Evelyn Balfe,female,1.0
Andrzej Szalas,male,1.0
Fabien Gravot,male,0.99
Juan José del Coz,male,0.99
Wing-Kin Sung,male,1.0
Dana S. Nau,female,0.94
Frank van Harmelen,male,1.0
Elan Pavlov,male,0.75
Jan Treur,male,0.89
Tibor Bosse,male,1.0
Sergio Tessaris,male,1.0
Vuokko Lantz,female,0.99
Christian M. Ohler,male,0.99
Carlos Iván Chesñevar,male,1.0
Javier Gonzalez,male,1.0
Michael Kentrop,male,1.0
Venkata Praveen Guddeti,male,1.0
Steven Shapiro,male,1.0
Matteo Cristani,male,1.0
Victor Jauregui,male,1.0
Maja Milicic,female,0.99
Maria Teresa Pazienza,female,0.99
Manuel Campos,male,1.0
Toby Walsh,male,0.91
Daniel Kudenko,male,0.99
Guy Camilleri,male,0.99
Malik Mallem,male,0.97
Matjaz Kukar,male,0.98
Eugenio Di Sciascio,male,1.0
Paul Levi,male,1.0
Ian P. Gent,male,1.0
Sergey Kornienko,male,1.0
Ana Gabriela Maguitman,female,0.92
Neophytos Demetriou,male,1.0
Lorenza Saitta,female,0.98
Perukrishnen Vytelingum,unknown,0.0
Arnold Maestre,male,0.99
Nigel R. Shadbolt,male,1.0
Luigi Sauro,male,0.99
Djamel Merad,male,0.98
Mathieu Estratat,male,0.99
Evelina Lamma,female,0.99
Jordi Delgado,male,0.99
Fernando Lopes,male,1.0
Paolo Torroni,male,1.0
Patrick Zanon,male,1.0
Laurent Péret,male,0.99
José Miguel López-Rubio,male,1.0
Hubie Chen,male,0.98
Christel Vrain,female,0.99
A. H. Mantawy,male,0.78
Antonio Fernandez Gómez-Skarmeta,male,0.99
Vangelis Karkaletsis,male,0.98
Hermann Kaindl,male,0.99
Manuel Samuelides,male,0.99
James Little,male,1.0
Gerald Fritz,male,1.0
Fausto Giunchiglia,male,1.0
Dimitris Souflis,male,1.0
Georgios Petasis,male,1.0
Marie-Christine Rousset,female,1.0
Arshad Ali,male,0.94
Gerhard Friedrich,male,1.0
Ruei-Sung Lin,female,0.67
Kang Peng,male,1.0
Horst Bischof,male,0.99
Alessandro Mazzei,male,1.0
Alessandro Cimatti,male,1.0
Antony Galton,male,0.99
Luca Console,male,0.97
Taner Bilgiç,male,0.99
Frédéric Alexandre,male,1.0
Alfonso Gerevini,male,0.99
Frédéric Koriche,male,1.0
Mohammed Attik,male,0.99
Martí Sánchez-Fibla,male,0.94
Manuel Clergue,male,0.99
Luís C. Lamb,male,1.0
Michela Milano,female,0.99
Yoshitaka Kameya,male,1.0
Francky Trichet,male,0.98
Jorge González,male,1.0
Hiroki Nomiya,male,1.0
Giuseppe Santucci,male,0.99
Constantine D. Spyropoulos,male,0.96
Zhou Xu,male,0.91
Alberto López-Acosta,male,1.0
Nicholas R. Jennings,male,1.0
Pedro Cabalar,male,0.99
Mónica Sánchez,female,1.0
Irène Grosclaude,female,0.99
Luciano Serafini,male,1.0
Alessandro Micarelli,male,1.0
Antonio Garrido,male,1.0
Alain Fergnani,male,0.99
Doron Friedman,male,0.97
Jussi Rintanen,male,0.98
Andreas Hotho,male,1.0
Katharina Kaiser,female,0.99
Ross D. King,male,0.93
Lledó Museros Cabedo,female,0.98
José T. Palma,male,0.98
Philippe Collard,male,1.0
Francesc Prats,male,0.98
Barry Smyth,male,0.99
Boris Motik,male,0.99
Cipriano Galindo,male,0.99
Ramón López de Mántaras,male,0.99
Tiziana Catarci,female,1.0
Gunnar Aastrand Grimnes,male,1.0
Vicente J. Botti,male,0.88
Andreas Herzig,male,1.0
Ofer Arieli,male,0.97
P. Serna,male,0.76
Jorge Díez,male,1.0
Floriana Esposito,female,0.99
Chris D. Nugent,male,0.91
Malik Ghallab,male,0.97
Gianfranco Lamperti,male,1.0
Stefano Ferilli,male,1.0
Roberta Benassi,female,1.0
David Price,male,1.0
Gianluca Moro,male,1.0
Jukka Rönkkö,male,1.0
Peter Struss,male,1.0
Jérôme Euzenat,male,1.0
Maria Fox,female,1.0
Shlomit Bergman,female,1.0
Patrícia Augustin Jaques,female,0.99
Emmanuel Zenou,male,0.99
Ulrike Sattler,female,0.99
David Picó,male,1.0
Gholamreza Ghassem-Sani,male,0.99
Giuliano Armano,male,1.0
Nino De Domenico,male,1.0
Stéphane Cambon,male,0.99
Ricardo Vilalta,male,1.0
Antonis C. Kakas,male,0.99
Zoran Obradovic,male,1.0
Frederic Berger,male,0.99
Roberto Esposito,male,1.0
Andrew H. Fagg,male,1.0
Samir Aknine,male,0.98
Ezequiel López-Rubio,male,1.0
David Riaño,male,1.0
Samppa Saarela,male,0.99
Guifre Cuní,male,0.98
Tony Veale,male,0.99
Ryan Lim,male,1.0
Antonio L. Lagarda,male,0.99
Laurent Henocque,male,0.99
Sergio Storari,male,1.0
Christiane Guinot,female,0.99
Avi Rosenfeld,male,1.0
David C. Hogg,male,1.0
Kuniaki Uehara,male,1.0
Alessio Guerri,male,0.99
Michael Defoin-Platel,male,1.0
Salem Benferhat,male,0.95
Berthe Y. Choueiry,female,0.94
Miikka Junnila,male,0.99
Minh Tang,male,0.74
Mitsuru Ishizuka,male,0.98
Eric O. Postma,male,1.0
Samir Chopra,male,0.98
Nada Lavrac,female,0.96
Laurent Bougrain,male,0.99
Guillaume Cleuziou,male,1.0
Ming-Hsuan Yang,male,0.62
David Pearce,male,1.0
Malcolm J. A. Strens,male,1.0
Attilio Giordana,male,1.0
Daniel Meziat,male,0.99
Patrick Prosser,male,1.0
Sarah Cohen Boulakia,female,0.99
Kôiti Hasida,male,0.96
Zakariya M. Al-Hamouz,male,0.95
Patrick Doherty,male,1.0
Michael Laurence,male,0.6
Stephan Collas,male,1.0
Francesca Toni,female,1.0
Elsa Cubel,female,0.99
Tom W. Kelsey,male,0.99
Juan Carlos Augusto,male,1.0
Dragan Gamberger,male,0.98
Daniele Nardi,male,0.92
András Kocsor,male,0.99
Roque Marín,male,0.99
Emmanuel Hebrard,male,0.99
Riccardo Rosati,male,1.0
Patrik Haslum,male,0.99
Graça Gaspar,female,0.99
Michele Vindigni,female,0.54
Páidí J. Creed,male,1.0
Fabio Tozeto Ramos,male,1.0
Bernhard Nebel,male,1.0
Marina Zanella,female,0.99
Vincent Maya,male,0.99
José Ramón Quevedo,male,0.98
Roman Kennke,male,0.99
V. S. Subrahmanian,male,0.69
Ramon Sangüesa,male,0.99
Ralf Regele,male,1.0
Thomas Andreas Meyer,male,1.0
Marius Olsthoorn,male,0.99
Arnold Binas,male,0.99
Jer Hayes,male,0.9
Vincent W. L. Tam,male,0.99
Jorge Civera,male,1.0
Federico Pecora,male,1.0
Liviu Badea,male,0.99
Farida Zehraoui,female,0.98
Marco Gori,male,1.0
Brahim Hnich,male,0.98
Giancarlo Cherchi,male,1.0
Benjamin Zilbermann,male,1.0
Hafiz Farooq Ahmad,male,0.98
Martijn C. Schut,male,1.0
Anthony G. Cohn,male,1.0
Pietro Torasso,male,1.0
Hacène Cherfi,male,1.0
Heinrich Niemann,male,1.0
Ben Lithgow Smith,male,0.98
Steve Linton,male,1.0
Ahti-Veikko Pietarinen,female,0.67
Alejandro Agostini,male,1.0
Josep M. Pujol,male,1.0
José-Luis Pérez-de-la-Cruz,male,1.0
Gal A. Kaminka,male,0.63
Eris Chinellato,male,0.67
Joseph Zalaket,male,0.99
Gustavo F. Bayón,male,1.0
María Dolores Rodríguez-Moreno,female,0.99
Dimitris Vrakas,male,1.0
Eloisa Vargiu,female,1.0
Gaofeng Huang,male,0.98
Jean-Paul A. Barthès,male,1.0
Eloi Puertas,male,0.98
Jaime Lloret,male,0.96
Tie-Fei Liu,male,0.52
David De Roure,male,1.0
George Macleod Coghill,male,0.99
Carlos Linares López,male,1.0
Giovanni Semeraro,male,1.0
Ermanno Girardelli,male,0.99
Artur Ottlik,male,1.0
Esther David,female,1.0
Laurent Perrussel,male,0.99
Carole A. Goble,female,0.99
Marco Ernandes,male,1.0
Bilal Mustafa,male,1.0
Jean-François Bonneville,male,0.99
Hans W. Guesgen,male,0.99
Ugo Galassi,male,0.97
Yishai A. Feldman,male,0.99
Hanene Azzag,female,0.97
Maureen Donnelly,female,1.0
Christian Freksa,male,0.99
H. Jaap van den Herik,male,0.99
Sarit Kraus,female,0.98
Patrick Gallinari,male,1.0
Fabio Massimo Zanzotto,male,1.0
